,date,title,feed_type,link,news,Predicted Sentiment,Sentiment Probability
1330,2022-11-26,"21 stocks hit 52-week lows in a week when Sensex scaled record high | An epic Ambani versus Adani clash over a Lanco asset has been put off for now | Reliance Industries | Adani Power: Reliance, Adani set for an epic clash at Lanco unit auction",news-article | news-article | news-article,https://economictimes.indiatimes.com/markets/stocks/news/21-stocks-hit-52-week-low-in-a-week-when-sensex-scaled-record-high/articleshow/95778878.cms | https://economictimes.indiatimes.com/industry/banking/finance/lenders-defer-auction-for-lanco-amarkantak/articleshow/95773820.cms | https://economictimes.indiatimes.com/industry/energy/power/reliance-adani-set-for-an-epic-clash-at-lanco-unit-auction/articleshow/95698326.cms,"Potential risks highlighted by Macquarie Capital Securities for Paytms business from the foray by Reliance Industries into financial, prompted investors to dump shares of One97 Communications, which has already been one of the worst performers in 2022 so far. | Lenders of Lanco Amarkantak had passed a resolution to hold the auction on Friday (November 25) among the three resolution applicants - Reliance Industries, Adani Power and the PFC-REC combine - to identify the highest bidder, as reported by ET on November 23. This would be the first time two of the… | This is the first time two of the country’s largest corporate houses will be vying directly against each other for an asset. A consortium of Power Finance Corp. and REC Ltd, both state-owned, will also be participating in the bidding process, the people said.",neutral,0.83195853
1331,2022-11-27,"M-cap of nine out of top 10 firms climbs Rs 79,798 cr; TCS, Infosys biggest winners",news-article,https://economictimes.indiatimes.com/markets/stocks/news/m-cap-of-nine-out-of-top-10-firms-climbs-rs-79798-cr-tcs-infosys-biggest-winners/articleshow/95801056.cms,"Barring Adani Enterprises, all the 10 most valued firms including Reliance Industries, HDFC Bank, ICICI Bank and Hindustan Unilever Limited witnessed gains in their valuation. The market valuation of TCS jumped Rs 17,215.83 crore to Rs 12,39,997.62 crore. Infosys added Rs 15,946.6 crore taking its …",positive,0.9465127
1332,2022-11-28,"Stocks in news: Bajaj Finance, Nykaa, Paytm, Coal India and more | Reliance Industries, Nestle, Tata Steel, Bharti Airtel among top gainers & losers as market ends higher | Markets end in green as Sensex closes at 62,504.80; Nifty settles at 18,562.75 | Reliance Industries Ltd soars 3.28% | Reliance Industries surges 3%, trades at five-month high | Sensex, Nifty trade firm after initial lacklustre trend | Markets trade firm after initial lacklustre trend",news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.businesstoday.in/markets/company-stock/story/stocks-in-news-bajaj-finance-nykaa-paytm-coal-india-va-tech-wabag-354355-2022-11-28?utm_source=rssfeed | https://www.businesstoday.in/markets/stocks/story/reliance-industries-nestle-tata-steel-bharti-airtel-among-top-gainers-losers-as-market-ends-higher-354447-2022-11-28?utm_source=rssfeed | https://www.hindustantimes.com/business/markets-end-in-green-as-sensex-closes-at-62-504-80-nifty-settles-at-1856275-101669629427999.html | https://www.business-standard.com/article/news-cm/reliance-industries-ltd-soars-3-28-122112800471_1.html | https://www.business-standard.com/article/markets/reliance-industries-surges-3-trades-at-five-month-high-122112800314_1.html | https://www.thehindu.com/business/markets/sensex-nifty-trade-firm-after-initial-lacklustre-trend/article66194500.ece | https://www.thehindubusinessline.com/markets/markets-trade-firm-after-initial-lacklustre-trend/article66194485.ece,"Indian equity market ended at record highs on Friday, rising for the fourth straight session, led by buying in index majors Reliance Industries, Wipro and Maruti. Sensex climbed 20.96 points to end at 62,293.64, its fresh record closing high. During the day, it jumped 175.05 points or 0.28 per cent … | Top Gainers and Losers of the day (November 28): Reliance Industries, Nestle, Asian Paints, Bajaj Finserv, Wipro, Tata Steel, Bharti Airtel, HDFC Bank, HDFC and more | Among the Sensex pack, Reliance Industries jumped the most by 3.48 per cent, followed by Nestle, Asian Paints, Bajaj Finserv, Wipro, ICICI Bank and IndusInd Bank. | Reliance Industries Ltd is quoting at Rs 2703.55, up 3.28% on the day as on 12:49 IST on the NSE. The stock is up 10.73% in last one year as compared to a 9.01% jump in NIFTY and a 16.28% jump in the Nifty Auto index. | Shares of Reliance Industries were trading higher for the third straight day, and have gained 5.4 per cent during the period. | Reliance Industries, Asian Paints, Wipro, Maruti, Tech Mahindra, Kotak Mahindra Bank, Infosys and Bajaj Finserv were the major winners in early trade. | Reliance Industries, Asian Paints, Wipro, Maruti, Tech Mahindra, Kotak Mahindra Bank, Infosys and Bajaj Finserv were the major winners in early trade",positive,0.7178326
1333,2022-11-29,"HUL, Sun Pharma, IndusInd Bank, Bajaj Finserv among top gainers & losers as market ends higher",news-article,https://www.businesstoday.in/markets/stocks/story/hul-sun-pharma-indusind-bank-bajaj-finserv-among-top-gainers-losers-as-market-ends-higher-354599-2022-11-29?utm_source=rssfeed,"Top Gainers and Losers of the day (November 29): Hindustan Unilever, Sun Pharma, Nestle, Dr Reddy’s, Tata Steel, Reliance Industries, Nestle, Asian Paints, Bajaj Finserv and more",negative,0.4982344
1334,2022-11-30,"Reliance Industries seeks shareholder nod to alter MoA for EPC undertaking | Reliance Industries Ltd spurts 0.53%, gains for five straight sessions",news-article | news-article,https://www.business-standard.com/article/companies/reliance-industries-seeks-shareholder-nod-to-alter-moa-for-epc-undertaking-122113001258_1.html | https://www.business-standard.com/article/news-cm/reliance-industries-ltd-spurts-0-53-gains-for-five-straight-sessions-122113000477_1.html,"Move comes following approval by RIL board in October to restructure the business; company also seeking shareholder nod for appointment of KV Kamath as RIL independent director | Reliance Industries Ltd is quoting at Rs 2726.45, up 0.53% on the day as on 12:44 IST on the NSE. The stock is up 10.52% in last one year as compared to a 8.66% gain in NIFTY and a 16.8% gain in the Nifty Auto.",positive,0.95131767
1335,2022-12-01,"Mukesh Ambani-led Reliance Industries tops Hurun’s list of most valuable companies in India | Reliance Industries shares in overbought zone; can they hit Rs 3,100 mark? | TCS has more female employees than any company in India, says survey. Which are other firms? | Reliance Industries, HDFC are companies with highest CSR spending | What’s powering the rally in Reliance Industries’ stock? | Adani, Reliance skip Lanco unit auction citing IBC rule | Day Trading Guide for December 01, 2022",news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.businesstoday.in/latest/corporate/story/mukesh-ambani-led-reliance-industries-tops-huruns-list-of-most-valuable-companies-in-india-354932-2022-12-01?utm_source=rssfeed | https://www.businesstoday.in/markets/company-stock/story/reliance-industries-stock-rises-target-price-overbought-zone-354906-2022-12-01?utm_source=rssfeed | https://www.hindustantimes.com/business/tcs-has-more-female-employees-than-any-company-in-india-says-survey-top-10-list-101669890915384.html | https://www.livemint.com/news/india/reliance-industries-hdfc-are-companies-with-highest-csr-spending-11669888916761.html | https://www.business-standard.com/article/markets/what-s-powering-the-rally-in-reliance-industries-stock-122120100383_1.html | https://economictimes.indiatimes.com/industry/energy/power/adani-ril-skip-lanco-unit-auction-citing-ibc-rule/articleshow/95898163.cms | https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-01/article66205017.ece,"The list, which was released on Thursday, stated that Tata Consultancy Services (TCS) and HDFC Bank are in the second and third spots. | Shares of Mukesh Ambani-led Reliance Industries Ltd (RIL) were in focus today after brokerage Jefferies assigned a target price of Rs 3,100 on the large cap stock. The target amounts to an upside of 13.45% to the previous close of Rs 2,732.40 on BSE. The RIL stock has been rising for the last six se… | In the top 5, the Mumbai-headquartered IT multinational is followed by Infosys, Wipro, HCL Technologies, and Reliance Industries, in that order. | Companies from 2022 Burgundy Private Hurun India 500 with the highest CSR spend include Reliance Industries, HDFC Bank, Tata Consultancy Services, Tata Steel, ITC, Infosys, ICICI Bank, Wipro, HCL Technologies, and JSW Steel | Another key reason for the recent stock surge, according to analysts at Jefferies, is the hope that the government may withdraw export duties on diesel and aviation fuel | Lenders to the thermal power company undergoing corporate insolvency had invited three resolution applicants - Adani Power, Reliance Industries and Power Finance Corporation-REC team- to bid at the auction. | Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-l…",neutral,0.8074261
1336,2022-12-02,"India’s data-centre space footprint may reach 20 million square feet by 2025 | Nifty December futures trade at premium | Reliance Industries makes rare buy of Russian naphtha, ups fuel oil imports | Day Trading Guide for December 02, 2022 | Stocks To Watch: NMDC, ONGC, Reliance Industries, GAIL, PB Fintech, Hindustan Unilever, MOIL",news-article | news-article | news-article | news-article | news-article,https://economictimes.indiatimes.com/tech/technology/indias-data-centre-space-footprint-may-reach-20-million-square-feet-by-2025/articleshow/95921252.cms | https://www.business-standard.com/article/news-cm/nifty-december-futures-trade-at-premium-122120200781_1.html | https://economictimes.indiatimes.com/industry/energy/oil-gas/reliance-industry-makes-rare-buy-of-russian-naphtha-ups-fuel-oil-imports/articleshow/95929894.cms | https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-02/article66209901.ece | https://www.bqprime.com/business/stocks-to-watch-nmdc-ongc-reliance-industries-gail-pb-fintech-hindustan-unilever-moil,"This has prompted large conglomerates, such as Amazon Web Services, Adani Group, Oracle, Reliance Industries-Microsoft, Yotta Infrastructure and Blackstones Lumina CloudInfra, to build data centres at major cities such as Mumbai and Chennai. | Reliance Industries (RIL), Maruti Suzuki India and Adani Ports and Special Economic Zone (APSEZ) were the top traded contracts. | India imported about 410,000 tonnes of naphtha, used for making petrochemicals, in Sept-Oct, the Refinitiv data showed. Of this figure, Reliance received about 150,000 tonnes from the Russian ports of Ust-Luga, Tuapse and Novorossiysk during the two months, the data showed. | Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-l… | Stocks to watch before going into trade",neutral,0.8943958
1337,2022-12-04,Mcap of 8 of top-10 most valued firms climb Rs 1.15 trn; RIL biggest winner,news-article,https://www.business-standard.com/article/markets/mcap-of-8-of-top-10-most-valued-firms-climb-rs-1-15-trn-ril-biggest-winner-122120400212_1.html,"Eight of the top-10 most valued firms together added Rs 1,15,837 crore in market valuation last week, with Reliance Industries emerging as the biggest gainer",positive,0.9075337
1338,2022-12-05,"Sensex slips nearly 34 points on profit taking in oil, auto stocks | Indices close on mixed note as Sensex falls to 62,835, Nifty in green at 18,701",news-article | news-article,https://www.business-standard.com/article/markets/sensex-slips-nearly-34-points-on-profit-taking-in-oil-auto-stocks-122120501322_1.html | https://www.hindustantimes.com/business/indices-close-on-mixed-note-as-sensex-falls-to-62-835-nifty-in-green-at-18701-101670233419763.html,"Among the Sensex pack, Reliance Industries, Tech Mahindra, UltraTech Cement, Dr Reddy’s, Axis Bank, Bharti Airtel, Bajaj Finserv and Mahindra & Mahindra were the major laggards | Among the Sensex pack, Reliance Industries, Tech Mahindra, UltraTech Cement, Dr Reddy’s, Axis Bank, Bharti Airtel, Bajaj Finserv and Mahindra & Mahindra were the major laggards.",neutral,0.8063243
1339,2022-12-06,"Day Trading Guide for December 06, 2022",news-article,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-06/article66226166.ece,"Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks, such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as s…",neutral,0.93797165
1340,2022-12-08,"Top 100 firms create ₹92.2 lakh cr wealth led by Reliance, 2 Adani companies",news-article,https://www.livemint.com/news/india/top-100-firms-create-rs-92-2-lakh-cr-wealth-led-by-relaince-2-adani-companies-11670513254124.html,Reliance Industries has smashed all records to emerge as the largest wealth creator during the five-year period ending March 2022,positive,0.8989038
1341,2022-12-09,"Rs 13 lakh crore! After remaining sideways for a decade, RIL stock becomes largest wealth creator in last 5 yrs | Sensex tumbles 389 points to close at 62,182, Nifty in red at 18,497 | Reliance Industries creates most wealth for investors in last 5 years | Reliance Industries, PATH India bid for Rs 1800 crore logistics park | Lenders to SKS Power give bidders a fourth deadline extension for due diligence | Day Trading Guide for December 09, 2022 | Adani firms, RIL share honours in Motilal Oswal wealth-creation study",news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.businesstoday.in/latest/corporate/story/rs-13-lakh-crore-after-remaining-sideways-for-a-decade-ril-stock-becomes-largest-wealth-creator-in-last-5-yrs-355866-2022-12-09?utm_source=rssfeed | https://www.hindustantimes.com/business/sensex-tumbles-389-points-to-close-at-62-182-nifty-in-red-at-18497-101670578359761.html | https://www.livemint.com/market/stock-market-news/reliance-industries-ril-continues-to-create-most-wealth-for-investors-in-last-5-years-11670567304753.html | https://www.indiainfoline.com/article/news-top-story/reliance-industries-path-india-bid-for-rs-1800-crore-logistics-park-122120900187_1.html | https://economictimes.indiatimes.com/markets/stocks/news/lenders-to-sks-power-give-bidders-a-fourth-deadline-extension-for-due-diligence/articleshow/96097703.cms | https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-09/article66238914.ece | https://www.business-standard.com/article/companies/adani-companies-are-biggest-most-consistent-wealth-creators-motilal-oswal-122120801042_1.html,"Mukesh Ambani-led Reliance Industries saw an increase in market capitalisation by a whopping Rs 13 trillion between 2017 and 2022, says a study by Motilal Oswal Financial Services. | HCL Tech was the top loser in the Sensex pack, skidding 6.72 per cent, followed by Tech Mahindra, Infosys, Wipro, TCS and Reliance Industries. | Reliance Industries (RIL) has smashed all records to emerge as the largest wealth creator | The logistics park is to come up in Bengaluru | Reliance Industries, the Adani Group, state-owned NTPC, Torrent Power, Jindal Power, Hindustan Powerprojects, Sarda Energy & Minerals and Jindal India Thermal are among some 23 entities that have expressed interest in the company. | Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-l… | The biggest wealth creator in absolute terms is Mukesh Ambani-led Reliance Industries, with an increase in market capitalisation of Rs 13 trillion between 2017 and 2022",neutral,0.7570552
1342,2022-12-11,Reliance hit most as top 5 out of 10 firms lose ₹1.67 lakh crore in m-cap | Five of top-10 firms lose Rs 1.67 lakh crore in m-cap; RIL biggest drag | Five of top-10 firms lose Rs 1.67 trn in m-cap; RIL biggest drag,news-article | news-article | news-article,https://www.livemint.com/companies/news/reliance-hit-most-as-top-5-out-of-10-firms-lose-rs-1-67-lakh-crore-in-mcap-11670749433911.html | https://economictimes.indiatimes.com/markets/stocks/news/five-of-top-10-firms-lose-rs-1-67-lakh-crore-in-m-cap-ril-biggest-drag/articleshow/96148270.cms | https://www.business-standard.com/article/markets/five-of-top-10-firms-lose-rs-1-67-trn-in-m-cap-ril-biggest-drag-122121100334_1.html,"While Reliance Industries, TCS, Infosys, Bharti Airtel and ICICI Bank were the laggards from the top-10 pack, Hindustan Unilever, HDFC Bank, Adani Enterprises, SBI and HDFC emerged as the gainers | The valuation of Reliance Industries tumbled by Rs 76,821.01 crore to reach Rs 17,65,173.47 crore.Tata Consultancy Services’ market capitalisation (mcap) declined by Rs 53,641.69 to Rs 12,04,797.55 crore.The valuation of Infosys eroded by Rs 29,330.33 crore to Rs 6,60,184.76 crore and that of Bharti… | The combined market valuation of five of the 10 most valued firms eroded by Rs 1,67,602.73 crore last week, with Reliance Industries taking the biggest hit",negative,0.96537334
1343,2022-12-13,"Reliance Industries Ltd is India’s most-visible company, says report | Reliance Industries tops charts on Wizikey Newsmaker Ranking",news-article | news-article,https://www.business-standard.com/article/companies/reliance-industries-ltd-is-india-s-most-visible-company-says-report-122121300847_1.html | https://economictimes.indiatimes.com/news/company/corporate-trends/reliance-industries-tops-charts-on-wizikey-newsmaker-ranking/articleshow/96197717.cms,"Reliance Industries Ltd, India’s largest corporate by revenues, profits, and market value, topped the 2022 Wizikey Newsmakers report as India’s most-visible corporate in the media | Reliance Industries Ltd, India’s largest corporate by revenues, profits, and market value, topped the 2022 Wizikey Newsmaker report as India’s most-visible corporate in the media.",positive,0.73527354
1344,2022-12-15,Rs 5.50 lakh crore! Here are 5 biggest mutual funds’ bets. Key details,news-article,https://www.businesstoday.in/markets/stocks/story/rs-550-lakh-crore-here-are-the-5-biggest-mutual-funds-bets-key-details-356452-2022-12-15?utm_source=rssfeed,"Asset management companies in India held shares worth over Rs 5.69 lakh crore in the top five listed companies— ICICI Bank, HDFC Bank, Infosys, Reliance Industries and State Bank of India—on November 30",neutral,0.94343245
1345,2022-12-16,"Availing input tax credit has become a task: Reliance Industries tax official | Stocks in news: Reliance Industries, Wipro, Nykaa, Max India and more | Five things to know about Reliance Industries stock in 2022 | Reliance Digital Health to acquire 2.25% stake in Synchron Inc. | Day Trading Guide For December 16, 2022",news-article | news-article | news-article | news-article | news-article,https://www.thehindubusinessline.com/news/availing-input-tax-credit-has-become-a-task-reliance-industries-tax-official/article66271207.ece | https://www.businesstoday.in/markets/stocks/story/stocks-in-news-reliance-industries-wipro-nykaa-max-india-and-more-356613-2022-12-16?utm_source=rssfeed | https://www.businesstoday.in/markets/company-stock/story/reliance-industries-stock-in-2022-mukesh-ambani-356658-2022-12-16?utm_source=rssfeed | https://www.business-standard.com/article/news-cm/reliance-digital-health-to-acquire-2-25-stake-in-synchron-inc-122121600214_1.html | https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-16/article66266792.ece,"Introduction of one nation - one tax, reduction of cascading tax effects, and introduction of E-invoicing and E-way bills are some of the major achievements of GST, Bhansali said | Stocks to watch out for today: Reliance Industries, Wipro, Nykaa, Petronet LNG, Gammon India, Max India and more | Reliance Industries stock in 2022: The direction of RIL stock has been affected by several factors such as weak global market sentiment due to rising inflation, windfall tax by govt, falling crude oil prices and declining Singapore GRM etc | Reliance Digital Health, a subsidiary of Reliance Industries, has signed definitive agreements with Synchron Inc. to acquire 2.25% stake (on a fully diluted basis) in Synchron Inc. as part of its Series C financing round. | Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-l…",negative,0.7568861
1346,2022-12-17,Reliance Foundation collaborates with Yakult to support Young Champs,news-article,https://www.business-standard.com/article/companies/reliance-foundation-collaborates-with-yakult-to-support-young-champs-122121700646_1.html,"CSR arm of Reliance Industries, announced that it will partner with Yakult Danone India Pvt. Ltd., its related clinical research organisations for the Reliance Foundation Young Champs",positive,0.7499003
1347,2022-12-18,Mcap of 9 of top 10 most-valued cos erode by Rs 1.22 trn; RIL top loser,news-article,https://www.business-standard.com/article/markets/mcap-of-9-out-of-top-10-most-valued-firms-erode-by-rs-1-22-trillion-122121800196_1.html,"Nine of the top-10 most valued firms faced a combined erosion of Rs 1,22,092.9 crore in market valuation last week amid weak trend in equities, with Reliance Industries emerging as the biggest laggard",negative,0.97471535
1348,2022-12-19,"Benchmark indices rise nearly 1% on heavy buying in oil, FMCG stocks",news-article,https://www.business-standard.com/article/markets/benchmark-indices-rise-nearly-1-on-heavy-buying-in-oil-fmcg-stocks-122121901278_1.html,"From the Sensex pack, Mahindra & Mahindra, Power Grid, Bharti Airtel, Bajaj Finserv, HDFC, Hindustan Unilever, Maruti, ITC, Titan, Nestle, Bajaj Finance and Reliance Industries were the major winners",neutral,0.66264987
1349,2022-12-20,"Sensex bounces 599 pts from lows, ends 104 pts down; Nifty tops 18,350 | Metro AG global CEO Steffen Greubel hints at exiting India",news-article | news-article,https://www.business-standard.com/article/markets/stock-market-live-updates-nifty-sensex-fii-dii-crude-oil-hindustan-zinc-axis-bank-122122000105_1.html | https://economictimes.indiatimes.com/industry/services/retail/metro-ag-global-ceo-steffen-greubel-hints-at-exiting-india/articleshow/96356006.cms,"CLOSING BELL: Adani Enterprises, TCS, Axis Bank, Reliance Industries, ICICI Bank, IndusInd Bank, Nestle India, Ultratech Cement, SBI, and Infosys helped the frontline indices rebound | The German wholesaler grew its Indian business by 21% to $982 million during the year ended September, as per its latest annual report. Last month, ET reported that Reliance Industries Ltd had agreed in principle to buy Metro AG’s cash-and-carry wholesale India business for ₹4,000-4,500 crore.",positive,0.9442371
1350,2022-12-21,"After the mega FIFA World Cup success, Mukesh Ambani’s JioCinema has eyes set on IPL | D-St selloff in numbers: Rs 4.5 lakh cr investor wealth erased; 60 stocks hit 52-week lows; 3 of 4 stocks in red | Buy Reliance Industries, target price Rs 2659: ICICI Direct",news-article | news-article | news-article,https://www.businesstoday.in/latest/corporate/story/after-the-mega-fifa-world-cup-success-mukesh-ambanis-jiocinema-has-eyes-set-on-ipl-357248-2022-12-21?utm_source=rssfeed | https://www.businesstoday.in/markets/stocks/story/d-st-selloff-in-numbers-rs-45l-cr-investor-wealth-erased-60-stocks-hit-52-week-lows-3-of-4-stocks-in-red-357263-2022-12-21?utm_source=rssfeed | https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2659-icici-direct/articleshow/96387269.cms,"The Reliance Industries-owned company has logged in over 110 million viewers during the football world cup; next stop is the 2023 cricket jamboree. | For Sensex, the major culprits that dragged the index were Reliance Industries, ICICI Bank, HDFC, HDFC Bank, Axis Bank, Kotak Mahindra Bank and ITC. Reliance Industries and ICICI Bank alone contributed negatively to over 200 points fall | Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1773908.31 Crore) operating in Diversified sector.",negative,0.6803022
1351,2022-12-22,"Reliance industries subsidiary acquires 23.3% stake in Exyn Technologies | Jio acquires 100 pc stake in Reliance Infratel for about Rs 3,720 crore | Reliance Industries, split between traditional and modern businesses, has a new look | Reliance Industries’ RRVL to acquire METRO Cash & Carry India for Rs 2,850 crore | Stocks in news: Sula Vineyards, Reliance Industries, Bandhan Bank, Bharat Forge and more | Ambani’s Reliance To Acquire Metro’s India Unit For $344 Million | RIL, Sula Vineyards, Bharat Forge in spotlight | Day Trading Guide for December 22, 2022",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.business-standard.com/article/companies/reliance-industries-subsidiary-acquires-23-3-stake-in-exyn-technologies-122122201155_1.html | https://www.business-standard.com/article/companies/jio-acquires-100-pc-stake-in-reliance-infratel-for-about-rs-3-720-crore-122122201105_1.html | https://www.businesstoday.in/latest/corporate/story/reliance-industries-split-between-traditional-and-modern-businesses-has-a-new-look-357311-2022-12-22?utm_source=rssfeed | https://www.businesstoday.in/latest/corporate/story/reliance-industries-rrvl-to-acquire-metro-cash-carry-india-for-rs-2850-crore-357309-2022-12-22?utm_source=rssfeed | https://www.businesstoday.in/markets/stocks/story/stocks-in-news-sula-vineyards-reliance-industries-bandhan-bank-bharat-forge-and-more-357317-2022-12-22?utm_source=rssfeed | https://www.bqprime.com/business/ambani-s-reliance-to-acquire-metro-s-india-unit-for-344-million | https://www.business-standard.com/article/news-cm/ril-sula-vineyards-bharat-forge-in-spotlight-122122200163_1.html | https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-22/article66288890.ece,"RSBVL, a wholly owned subsidiary of Reliance Industries Limited (RIL), on Thursday acquired 23.3 per cent stake in Exyn Technologies Inc (Exyn) for a total consideration of $25 million | Reliance Projects and Property Management Services, a subsidiary of telecom major Jio, has completed 100 per cent stake acquisition in Reliance Infratel for about Rs 3,725 crore, Reliance Industries Limited said on Thursday. | RIL’s inroads in retail, renewable energy and telecom sectors makes the conglomerate’s journey ahead look very interesting | The transaction, however, is subject to regulatory and other closing conditions and is likely to materialize by March 2023. | Stocks to watch out for today: Sula Vineyards, Reliance Industries, Adani Enterprises, Bandhan Bank, Adani Power, Bharat Forge, Just Dial, Speciality Restaurants and more | Reliance Industries Ltd. agreed to buy Metro AG’s Indian unit for 28.5 Indian billion rupees ($344 million) as the nation’s biggest retailer run by billionaire Mukesh Ambani further expands his footprint. | Reliance Industries (RIL): Reliance Retail Ventures Limited (‘RRVL’), a subsidiary of Reliance Industries (RIL), today signed definitive agreements to acquire 100% equity stake in METRO Cash & Carry India Pvt Ltd. (METRO India) for a total cash | Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks, such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as s…",positive,0.54105836
1352,2022-12-23,"RIL, JSW Steel, PB Fintech, Jubilant Food and Sundaram Finance: What analysts said on these 5 stocks | RIL, Abans Holdings, Landmark Cars, Godrej Properties in focus | Buzzing Stocks | Reliance Industries, IRCTC, Landmark Cars and others in news today | Day Trading Guide for December 23, 2022 | Stocks To Watch: Reliance Industries, Biocon, IDFC First Bank, Lupin, Yes Bank, NTPC, Granules India",news-article | news-article | news-article | news-article | news-article,https://www.businesstoday.in/markets/stocks/story/ril-jsw-steel-pb-fintech-jubilant-food-and-sundaram-finance-what-analysts-said-on-these-5-stocks-357510-2022-12-23?utm_source=rssfeed | https://www.business-standard.com/article/news-cm/ril-abans-holdings-landmark-cars-godrej-properties-in-focus-122122300151_1.html | https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-reliance-industries-irctc-landmark-cars-and-others-in-news-today-9750131.html | https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-december-23/article66292577.ece | https://www.bqprime.com/business/stocks-to-watch-reliance-industries-biocon-idfc-first-bank-lupin-yes-bank-ntpc-granules-india,"Reliance Industries’ arm Reliance Retail Ventures (RRVL) recently announced the acquisition of 100 epr cent stake in METRO Cash & Carry India Private Limited (METRO India) | Reliance Industries (RIL): Reliance Strategic Business Ventures (RSBVL), a wholly owned subsidiary of RIL has acquired 23.3% stake in Exyn Technologies Inc (Exyn) for a total consideration of US$ 25 million. | Stocks to Watch: Check out the companies making headlines before the opening bell. | Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks, such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as s… | Stocks to watch before going into trade today.",neutral,0.92982924
1353,2022-12-24,What’s making ICICI Securities see a new 52-week-high for Reliance Industries?,news-article,https://www.livemint.com/market/stock-market-news/whats-making-icici-securities-see-a-new-52-week-high-for-reliance-industries-11671905231256.html,The largest private sector company in India and a Fortune 500 company is Reliance Industries Limited.,neutral,0.874021
1354,2022-12-25,Mcap of 10 most valued firms erodes by Rs 1.68 lakh cr; Reliance biggest drag | Mcap of 10 most valued firms erodes by ₹1.68 lakh cr; Reliance biggest drag | Mcap of 10 most valued firms erodes by Rs 1.68 trn; Reliance biggest drag,news-article | news-article | news-article,https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-10-most-valued-firms-erodes-by-rs-1-68-lakh-cr-reliance-biggest-drag/articleshow/96491442.cms | https://www.livemint.com/market/stock-market-news/mcap-of-10-most-valued-firms-erodes-by-rs-1-68-lakh-cr-reliance-biggest-drag-11671944041647.html | https://www.business-standard.com/article/markets/mcap-of-10-most-valued-firms-erodes-by-rs-1-68-trn-reliance-biggest-drag-122122500157_1.html,"Reliance Industries’ valuation tanked Rs 42,994.44 crore to Rs 16,92,411.37 crore. State Bank of India’s market valuation tumbled Rs 26,193.74 crore to Rs 5,12,228.09 crore. | In the ranking of top-10 companies, Reliance Industries retained the title of the most valued firm followed by TCS, HDFC Bank, Infosys, Hindustan Unilever, ICICI Bank, State Bank of India, HDFC, Bharti Airtel and LIC | The combined market valuation of the top 10 valued firms eroded by Rs 1,68,552.42 crore last week, with Reliance Industries taking the biggest hit in an overall weak broader market.",negative,0.9129263
