date,news,Predicted Sentiment,Sentiment Probability,aspect_labelling
2022-09-02,"Apollo Hospitals organises the conference in collaboration with two hospitals from the U.S. and the U.K. | India’s stock benchmarks swung to gains in a volatile session, aided by rise in capital goods, industrials, realty, telecom.",positive,0.9442896,"[[('volatile', 'stock_market', 'positive', 0.946947455406189), ('gains', 'stock_market', 'positive', 0.9454706311225891)], [('Apollo Hospitals', 'companies', 'neutral', 0.9367155432701111)]]"
2022-09-15,"CLOSING BELL: IT, pharma, and select metal stocks reeled under pressure today with Hindalco, Infosys, Cipla, Tech M, Tata Steel, Divis Labs, and Apollo Hospitals leading the list of Nifty losers",negative,0.95431477,"[[('stocks', 'stock_market', 'negative', 0.9417266249656677), ('nifty', 'stock_market', 'neutral', 0.8255971670150757), ('Apollo Hospitals', 'companies', 'neutral', 0.8650935292243958), ('Tata', 'companies', 'neutral', 0.9451175332069397)]]"
2022-09-16,"Apollo Hospitals, IndusInd Bank, ONGC, NTPC and ICICI Bank were among the major Nifty gainers",neutral,0.62199205,"[[('nifty', 'stock_market', 'positive', 0.6305304169654846), ('Apollo Hospitals', 'companies', 'neutral', 0.9463207125663757)]]"
2022-09-21,Apollo Hospitals MD Dr Sangita Reddy tweeted that covid is nasty and that one lesson the pandemic has taught every human being is that ‘Life is Priceless’,negative,0.8216415,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8922603726387024)]]"
2022-09-23,"Share Market Close: Indices shed 1.7% on Friday as the effects of rate hikes continue to keep investors on their toes. Sensex ended just below 58,100 pts and Nifty at 17,327. Rupee breaches the 81 mark for the first time. Powergrid, Apollo Hospitals and Hindalco lost ground, whereas Divi’s Lab and S…",negative,0.9633624,"[[('sensex', 'stock_market', 'negative', 0.9196124076843262), ('nifty', 'stock_market', 'negative', 0.939562976360321), ('Apollo Hospitals', 'companies', 'negative', 0.9348293542861938)]]"
2022-09-26,"Hindalco Industries, JSW Steel, ITC, NTPC and Sun Pharma were among the biggest Nifty gainers. Bajaj Auto, Nestle India, Britannia Industries and Apollo Hospitals lost the most among Nifty names",negative,0.72173476,"[[('nifty', 'stock_market', 'positive', 0.7244703769683838), ('nifty', 'stock_market', 'negative', 0.9573493599891663), ('Apollo Hospitals', 'companies', 'negative', 0.940241277217865)]]"
2022-09-30,Vaishali Parekh of Prabhudas Lilladher has recommended two stocks to buy today and those two shares are Apollo Hospitals and Godrej Consumer Products,neutral,0.93713486,"[[('stocks', 'stock_market', 'neutral', 0.9261531233787537), ('shares', 'stock_market', 'neutral', 0.9394466876983643), ('Apollo Hospitals', 'companies', 'neutral', 0.9440414905548096)]]"
2022-10-05,"“We believe there is immense scope to deliver evidence-based integrated medicine, combining allopathic and traditional models, to improve outcomes and quality of life for our patients. This will be a transformational journey, which will lead to the evolution of care models in India and around the wo… | The investment will be used to upgrade existing centres, set up new centres, strengthen enterprise platforms, and for digital health initiatives, the healthcare major said in a regulatory filing",positive,0.84144884,"[[], []]"
2022-10-06,"CHENNAI | The primary investment, the company said, will be used to upgrade existing centres, set up new centres, strengthen enterprise platforms, and for digital health initiatives. | The investment will be used to update current centres, establish new centres, reinforce enterprise platforms, and support digital health efforts, according to the Apollo Group’s regulatory filing. | Acquisition will be through primary and secondary capital infusion of ₹26 crore | Buzzing stocks: Reliance, Tata Steel, JSW Energy, Jubilant FoodWorks, Apollo Hospitals, Lemon Tree, Lupin, Ratnamani Metal, Gagan Gases, Aditya Birla Capital, IndusInd Bank, Atul Auto, NPR Finance, Trimurthi | Stocks to Watch Today: Shares of oil producers and marketing companies are likely to be in focus following the steep production cut by OPEC+.",positive,0.5878654,"[[], [], [], [], [('stocks', 'stock_market', 'neutral', 0.9257822036743164), ('Apollo Hospitals', 'companies', 'neutral', 0.9320213794708252), ('Reliance', 'companies', 'neutral', 0.7738091349601746), ('Tata', 'companies', 'neutral', 0.7121093273162842)], [('stocks', 'stock_market', 'neutral', 0.9336978793144226), ('shares', 'stock_market', 'neutral', 0.8724810481071472)]]"
2022-10-08,"9 Nifty companies including JSW Steel, Tata Steel, UltraTech Cement, Apollo Hospitals and Hindalco may report a Y-o-Y decline in profit, Motilal Oswal said while expecting BPCL to post losses.",negative,0.97538483,"[[('losses', 'stock_market', 'negative', 0.962899386882782), ('nifty', 'stock_market', 'neutral', 0.8386374711990356), ('Apollo Hospitals', 'companies', 'negative', 0.9372523427009583), ('Tata', 'companies', 'neutral', 0.901088535785675)]]"
2022-10-15,"Initiate by selling 4,500-October expiry call option and simultaneously buying 4,500-November call option",neutral,0.94606215,[[]]
2022-10-18,The collaboration with Bombay Hospital will increase access to Apollos advanced liver transplant program for patients across the Mumbai Metropolitan Region.,positive,0.923287,[[]]
2022-10-20,The senior advocate also took exception to the Commission’s charge that Apollo Hospitals chairman Prathap C. Reddy had called a press conference and announced that Jayalalithaa would go home soon,negative,0.73908055,"[[('Apollo Hospitals', 'companies', 'negative', 0.8114979863166809)]]"
2022-10-21,"Stock Market News Today Live Updates: Sensex and Nifty traded higher in today’s deals, extending their winning run for the sixth straight session despite weak cues from global markets. Asian shares, tracking Wall Street, fell today while Treasury yields scaled 14-year highs as the prospect of aggres…",negative,0.95262283,"[[('sensex', 'stock_market', 'positive', 0.9489763975143433), ('nifty', 'stock_market', 'positive', 0.9520577192306519), ('shares', 'stock_market', 'negative', 0.9723715782165527)]]"
2022-10-23,"Reliance Industries acquired majority stake in Netmeds for Rs 620 crore (Reliance Retail). In June 2021, Tata Digital had acquired the online pharmacy 1MG for a cash consideration of Rs 720 crore, and then launched its own diagnostics wing.",neutral,0.8980555,"[[('stake', 'stock_market', 'neutral', 0.9221388697624207), ('reliance retail', 'corporate_news', 'neutral', 0.9452465176582336), ('Reliance', 'companies', 'neutral', 0.9364144206047058), ('Tata', 'companies', 'neutral', 0.9265620112419128)]]"
2022-10-24,"Apollo Hospitals Enterprises, Avenue Supermart, Bharti Airtel, ICICI Bank, Mahindra and Mahindra, Ashok Leyland, Chambal Fertilizers, Federal Bank, Jubilant Ingrevia, VIP Industries and Westlife Development are among the top chart picks by Prabhudas Lilladher",neutral,0.7981142,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9470595121383667)]]"
2022-10-28,"Reddy talks to Pavan Lall about collective thinking, the power of the family constitution and why private healthcare is often misunderstood",neutral,0.9214531,[[]]
2022-11-02,"Stock Market News Today Live Updates: Sensex and Nifty traded lower on Wednesday during late morning deals, after gaining for four straight sessions, ahead of the US Federal Reserve’s policy outcome later in the day. Market participants widely expect the Fed to raise its benchmark overnight interest… | Bharti Airtel, Apollo Hospitals, Maruti Suzuki, Eicher Motors and Britannia Industries were among the top Nifty losers",negative,0.96904266,"[[('nifty', 'stock_market', 'neutral', 0.8124415278434753), ('Apollo Hospitals', 'companies', 'neutral', 0.9450504779815674)], [('sensex', 'stock_market', 'negative', 0.9720699787139893), ('nifty', 'stock_market', 'negative', 0.9723929166793823)]]"
2022-11-09,Muted quarter likely for the company.,negative,0.8884475,"[[('quarter', 'financial_performance', 'negative', 0.8884477615356445)]]"
2022-11-10,"Apollo Hospitals’ consolidated revenue from operations stood at ₹4,251 crore | Apollo Hospitals’ revenue rose 14% to Rs 4,251 crore, compared with an estimate of Rs 4,003 crore. | The healthcare major had reported a net profit of Rs 267 crore in the July-September period of previous fiscal.",positive,0.95706207,"[[('net profit', 'economic_indicators', 'neutral', 0.7334795594215393)], [('Apollo Hospitals', 'companies', 'neutral', 0.9238134026527405)], [('Apollo Hospitals', 'companies', 'positive', 0.9561569690704346)]]"
2022-11-11,"Stock Market News Live: Sensex and Nifty traded higher in Friday’s deals, taking cues from the global stocks. Asian shares surged as Japan’s Nikkei index gained 2.75 per cent, South Korea’s KOSPI jumped 2.78 per cent, the Shanghai Composite index rose 1.26 per cent and Hang Seng Index zoomed 5.39 pe… | Apollo Hospitals Enterprise reported 17.7% decline in consolidated net profit to Rs 203.99 crore despite of 14.4% rise in net sales to Rs 4251.07 in Q2 FY23 over Q2 FY22. | DCX Systems: Shares of DCX Systems will debut on the bourses today, 11 November 2022. Issue price is Rs 207 per share.",negative,0.8991649,"[[('shares', 'stock_market', 'neutral', 0.9230620861053467)], [('net profit', 'economic_indicators', 'negative', 0.97520512342453), ('Apollo Hospitals', 'companies', 'negative', 0.9711933732032776)], [('sensex', 'stock_market', 'positive', 0.9470215439796448), ('stocks', 'stock_market', 'neutral', 0.7725107669830322), ('nifty', 'stock_market', 'positive', 0.9496318697929382), ('index', 'stock_market', 'positive', 0.9393000602722168), ('shares', 'stock_market', 'positive', 0.9261844158172607)]]"
2022-11-14,"Apollo Hospitals Enterprise, and Narayana Hrudayalaya advanced 3 per cent each in the intra-day trade",positive,0.86996114,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8912582993507385)]]"
2022-11-16,Buy or sell stocks: Vaishali Parekh of Prabhudas Lilladher has recommended two stocks to buy today — IGL and Apollo Hospitals,neutral,0.9220057,"[[('stocks', 'stock_market', 'neutral', 0.9310908317565918), ('stocks', 'stock_market', 'neutral', 0.915908694267273), ('Apollo Hospitals', 'companies', 'neutral', 0.8818795084953308)]]"
2022-11-17,Apollo Hospitals’ plans to raise funds by divesting stake in Apollo HealthCo have not fructified.The higher operating expenses in the 24/7 business are a significant drag on its profits,negative,0.9447155,"[[('stake', 'stock_market', 'neutral', 0.884597659111023), ('Apollo Hospitals', 'companies', 'neutral', 0.8895553350448608), ('expenses', 'financial_performance', 'negative', 0.923085629940033)]]"
2022-11-21,"In Q2-FY23, its consolidated revenue from operations grew 14% y-o-y",positive,0.9557321,[[]]
2022-11-22,"ICICI Direct is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5230 in its research report dated November 12, 2022.",neutral,0.7698089,"[[('bullish', 'stock_market', 'positive', 0.6805210709571838), ('Apollo Hospitals', 'companies', 'neutral', 0.48908403515815735)]]"
2022-11-23,"Stock Market News Live: Sensex and Nifty traded higher in Wednesday’s deals, tracking a rise in Wall Street and mixed Asian equities. Although, the gains in the domestic indices were limited as investors keenly awaited US Federal Reserve’s November policy meeting minutes for cues on future interest …",positive,0.8462752,"[[('sensex', 'stock_market', 'positive', 0.9472166895866394), ('nifty', 'stock_market', 'positive', 0.9504277110099792), ('gains', 'stock_market', 'positive', 0.6608338356018066)]]"
2022-11-24,"The top gainers were Apollo Hospitals, HDFC Life, BPCL, HCL Technologies and Power Grid while the top losers were Coal India, Bajaj Finserv, Kotak Bank, Bajaj Finance and Hero MotoCorp. | Live updates on India’s equity markets on November 24. | Share Market LIVE Updates: Indian stock markets are trading in the green on Thursday with Sensex above 61,800 and Nifty above 18,350. HDFC Life, Apollo Hospitals and BPCL shine; Coal India lags. Keystone Realtors makes a strong debut. PSU Bank and IT indices gain; Metal, Consumer Durable and Realty …",positive,0.89568436,"[[('Apollo Hospitals', 'companies', 'neutral', 0.6603502035140991)], [('equity', 'stock_market', 'neutral', 0.9415306448936462)], [('sensex', 'stock_market', 'neutral', 0.6313106417655945), ('nifty', 'stock_market', 'neutral', 0.6474217176437378), ('Apollo Hospitals', 'companies', 'negative', 0.9187874794006348)]]"
2022-11-28,"Stock Market News Live: Sensex and Nifty started on a lower note today amid weak cues from the global markets. Asian shares plunged as investor sentiment took a hit due to protests in major Chinese cities against the country’s strict zero-Covid policy. | Apollo Hospitals Enterprise has decisively broken above the downward sloping trendline. The breakout is accompanied with an increase in volume, confirming participation at the breakout level",negative,0.73215103,"[[('sensex', 'stock_market', 'negative', 0.9543266892433167), ('nifty', 'stock_market', 'negative', 0.9703477621078491), ('shares', 'stock_market', 'negative', 0.8989283442497253)], [('Apollo Hospitals', 'companies', 'positive', 0.8634354472160339), ('breakout', 'market_trends', 'positive', 0.9489687085151672)]]"
2022-11-30,"Apollo Hospitals Enterprise, Syschem (India) and Eighty Jewellers have board meetings today. The board of Apollo Hospitals will consider and approve the issuance of unsecured non-convertible debentures on private placement basis",neutral,0.9305516,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9417145848274231), ('Apollo Hospitals', 'companies', 'neutral', 0.9154524207115173)]]"
2022-12-01,"Stocks to watch out for today: TCS, Wipro, Apollo Hospitals, Adani Power, NMDC, KPI Green Energy and more | Apollo Hospitals Enterprise announced that its board has approved the issue of non-convertible debentures (NCDs) aggregating to Rs 105 crore on private placement basis. | Stocks to Watch Today: In the F&O space, BHEL, Delta Corp, Indiabulls Housing Finance and PNB are the stocks in ban period on Thursday. | Tata Consultancy Services has bagged a deal from Rail Delivery Group to design, develop, implement, and operate the UK’s Rail Data Marketplace. The contract between TCS and RDG is for a term of six years.",positive,0.59077245,"[[('stocks', 'stock_market', 'neutral', 0.9181541800498962), ('Apollo Hospitals', 'companies', 'neutral', 0.9233779311180115)], [('Apollo Hospitals', 'companies', 'positive', 0.5363427996635437)], [('Tata', 'companies', 'positive', 0.7413738965988159)], [('stocks', 'stock_market', 'neutral', 0.9205580949783325), ('stocks', 'stock_market', 'neutral', 0.9223839640617371)]]"
2022-12-13,"Before joining Paras Healthcare, Santy was the COO of Apollo Hospitals, Chennai and the cluster-1 Hospitals.",neutral,0.94127434,"[[('Apollo Hospitals', 'companies', 'neutral', 0.949268639087677)]]"
2022-12-14,Apollo Hospitals Enterprise said it will raise Rs 105 crore by allotting non-convertible debentures (NCDs) to ICICI Bank on private placement basis.,neutral,0.57576936,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8614807724952698)]]"
2022-12-15,"ONGC, Hindustan Unilever (HUL), UltraTech Cement, Nestle India and Sun Pharma were among other Nifty stocks seeing increased mutual funds interest in the month gone by",positive,0.63432956,"[[('stocks', 'stock_market', 'positive', 0.9408647418022156), ('nifty', 'stock_market', 'positive', 0.9152519106864929)]]"
2022-12-19,"At the Google in India event in Delhi, the tech giant announced AI to decode doctor’s handwriting in a prescription. Google has also partnered with Apollo hospitals.",neutral,0.67885387,"[[('Apollo Hospitals', 'companies', 'positive', 0.8230879902839661)]]"
2022-12-21,"Share Market Close: Indian stock markets turned red as Sensex closed below 61,200 and Nifty at 18,200. Adani Enterprises, Adani Ports, and IndusInd Bank tanked, while Divi’s Lab and Apollo Hospitals gained. Pharma and Healthcare indices jumped, while almost all other sectors lost ground. | Dr Sangita Reddy, Managing Director, Apollo Hospitals, on Tuesday cautioned the government to act swiftly on policy regarding air travel to and from China",negative,0.91768235,"[[('Apollo Hospitals', 'companies', 'negative', 0.5825766921043396)], [('sensex', 'stock_market', 'negative', 0.9522318243980408), ('nifty', 'stock_market', 'negative', 0.9285904169082642), ('Apollo Hospitals', 'companies', 'negative', 0.8548265695571899)]]"
2022-12-22,"Telecom operator Bharti Airtel and Apollo Hospitals have carried out India’s first 5G driven, artificial intelligence guided trial to detect colon cancer, the telecom firm said on Thursday. | Venus Pipes is on track to treble its capacity, integrate backwards and add higher diameter pipes, enabling it to clock a 50 per cent PAT CAGR over FY22–25, said a brokerage | Apollo Hospitals Enterprise, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 68530.64 Crore) operating in Hospitals & Allied Services sector.",positive,0.8705041,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9436255097389221)], [('Apollo Hospitals', 'companies', 'neutral', 0.6383412480354309)], []]"
2022-12-23,"HealthNet Global, AWS and Avesha were the other three companies that collaborated on this trial | As per current protocol, colon cancer is detected through a colonoscopy procedure which is manual, requires great attention for accuracy and is time-consuming, taking 30-40 minutes per case.",neutral,0.92229074,"[[], []]"
2022-12-26,But it is always advisable to take precautions,neutral,0.91706276,[[]]
2023-01-12,"Around 150 Speakers and over 1,200 delegates from 30 countries are expected to participate in the conference",neutral,0.9322108,[[]]
2023-01-13,"Adani Enterprises, Tata Steel, IndusInd Bank, Eicher Motors and Infosys were among the top Nifty gainers, losers included Titan Company, Apollo Hospitals, Nestle India, Larsen & Toubro and ITC",neutral,0.5635453,"[[('nifty', 'stock_market', 'neutral', 0.49583354592323303), ('Apollo Hospitals', 'companies', 'negative', 0.5474701523780823), ('Tata', 'companies', 'neutral', 0.9478224515914917)]]"
2023-01-17,"Motilal Oswal | Angel One is a perfect play on the financialisation of savings and digitisation, said Motilal Oswal Securities. It demonstrated a strong performance in the December quarter amid volatile market conditions, the brokerage said. | Motilal Oswal is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5600 in its research report dated January 16, 2023. | Apollo Hospitals Enterprise has delivered a phenomenal performance (3.6 times earnings) over the past five years.",positive,0.94537604,"[[], [('volatile', 'stock_market', 'positive', 0.9529769420623779), ('strong performance', 'financial_performance', 'positive', 0.9526883959770203), ('quarter', 'financial_performance', 'positive', 0.9551821351051331)], [('bullish', 'stock_market', 'neutral', 0.45728668570518494), ('Apollo Hospitals', 'companies', 'neutral', 0.7350971102714539)], [('Apollo Hospitals', 'companies', 'positive', 0.9537343978881836)]]"
2023-01-18,Larsen & Toubro has witnessed a breakout of a symmetrical triangle formation on the daily chart with strong volumes. The momentum indicator RSI is positively poised while the MACD is witnessing a centerline crossover on the upside.,positive,0.9347026,"[[('breakout', 'market_trends', 'positive', 0.5393975377082825), ('momentum', 'market_trends', 'positive', 0.5606584548950195)]]"
2023-01-20,"Inflammatory Bowel Disease is affecting younger population with median age of patients being 33, according to a study conducted by a team of doctors from Apollo Hospitals in association with the Indian Society of Gastroenterology",neutral,0.80453604,"[[('Apollo Hospitals', 'companies', 'neutral', 0.7927626967430115)]]"
2023-01-25,"Adani Enterprises, Bharti Airtel, Eicher Motors, Adani Ports and SBI were among the top Nifty losers. The biggest gainers included Tata Motors, Hindalco Industries, Apollo Hospitals, Power Grid Corp and Divis Labs",negative,0.7856105,"[[('nifty', 'stock_market', 'negative', 0.9389024376869202), ('Apollo Hospitals', 'companies', 'neutral', 0.6776735186576843), ('Tata', 'companies', 'neutral', 0.7279024124145508)]]"
2023-01-30,"Hindalco Industries, Sun Pharma, BPCL, UltraTech Cement and HDFC Bank gained the most among the Nifty pack, while losers included Bharti Airtel, Cipla, Divis Labs, Apollo Hospitals and HUL | Apollo Hospitals Enterprise Ltd saw volume of 7.15 lakh shares by 10:47 IST on BSE, a 157.41 fold spurt over two-week average daily volume of 4543 shares",positive,0.85782415,"[[('shares', 'stock_market', 'neutral', 0.8931920528411865), ('Apollo Hospitals', 'companies', 'neutral', 0.8624539375305176)], [('nifty', 'stock_market', 'neutral', 0.5206778645515442), ('Apollo Hospitals', 'companies', 'neutral', 0.9380383491516113)]]"
2023-02-04,"Here is what the charts say about the shares of Apollo Hospitals, Britannia Industries and Granules India",neutral,0.9420249,"[[('shares', 'stock_market', 'neutral', 0.941006064414978), ('Apollo Hospitals', 'companies', 'neutral', 0.937286913394928)]]"
2023-02-05,"Chairman of the group Prathap C. Reddy announces several financial measures to mark his 90th birthday celebrations | We are using AI, data and robotics to take state-of-the-art healthcare services to everyone with the Clinical Intelligence Engine, says Dr. Prathap C. Reddy, Chairman and founder, Apollo Hospitals",positive,0.7331165,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9306060671806335)], []]"
2023-02-06,"Reddy turns 90 on Monday and he is as active as he was when he launched India’s first private sector hospital in 1983. The Apollo group has now grown into a chain of hospitals, pharmacies, and diagnostic labs. In an interview to Teena Thacker, Reddy says on his birthday he is excited to gift the Cli…",neutral,0.8128193,[[]]
2023-02-07,"Developed using artificial intelligence and machine learning technologies, Apollo CIE is designed to support clinical decisions and assist with primary care, condition management, home care and wellness",neutral,0.87984633,[[]]
2023-02-14,"Health Sector: Revenue of existing hospitals grew 9 per cent, while the new hospitals grew by 8 per cent | The board declares interim dividend of ₹6 per share | Revenue from operations rose 17% y-o-y to ₹4,263.58 crore (₹3,638.93 crore) | As on December 31, 2022, Apollo Hospitals had 7,855 operating beds across the network. | Revenue growth was driven by higher pharmacy sales, better revenue mix, and normalisation of medical tourism | Revenues are expected to rise in the December quarter, but EBIDTA margin is likely to be under pressure | Buzzing stocks: Adani Enterprises, ONGC, Apollo Hospitals, CESC, Eicher, Grasim, GMR AIrport, NBCC India, FDC, Man Industries, Solara Active Pharma, Coforge | Adani Enterprises, Apollo Hospitals, Bharat Forge, Biocon, Eicher Motors, and Vodafone Idea will be among the stocks in focus as they declare their December quarter earnings today. | Adani Enterprises, Apollo Hospitals, Eicher Motors, and Biocon will announce their quarterly results today. | Stocks to watch before going into trade today.",positive,0.92818606,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9541488885879517)], [('revenue growth', 'financial_performance', 'positive', 0.9521934390068054)], [('stocks', 'stock_market', 'neutral', 0.9387202858924866), ('quarter', 'financial_performance', 'neutral', 0.8366914391517639), ('Apollo Hospitals', 'companies', 'neutral', 0.949010968208313)], [('Apollo Hospitals', 'companies', 'neutral', 0.9462916851043701)], [('stocks', 'stock_market', 'neutral', 0.9387964606285095)], [('stocks', 'stock_market', 'neutral', 0.9517540335655212), ('Apollo Hospitals', 'companies', 'neutral', 0.9530084133148193)], [], [('quarter', 'financial_performance', 'positive', 0.9531238675117493), ('margin', 'financial_performance', 'positive', 0.9360080361366272)], [('dividend', 'financial_performance', 'neutral', 0.7999122738838196)], []]"
2023-02-15,"Based on the OI percentage, 83 stocks, including Torrent Power, Crompton Greaves Consumer Electricals, Apollo Hospitals Enterprise, PI Industries, and Cummins India, saw a long build-up. | To add two brownfield hospitals in Bengaluru with a total bed capacity of 400 in two years | BSE Sensex jumped 242.83 points, or 0.40 per cent, to 61,275.09, whereas the Nifty50 gained 86 points, or 0.48 per cent, to 18,015.85 for the day. | Adani Enterprises saw the breakdown of an upward-sloping channel on the longer time frame. The stock is currently trading below its 200-day simple moving average. | Apollo Hospitals on Tuesday declared an interim dividend of Rs 6 per share for the financial year 2022-23 | The board of directors declared an interim dividend of ₹6 per share, said Apollo Hospitals | We are always looking for good acquisitions. So whenever there is an opportunity, be assured that Apollo will be looking at it at the right price, right geography. | The healthcare major’s consolidated net profit tumbled 32.8% to Rs 153.46 crore in Q3 FY23 as compared to Rs 228.37 crore in Q3 FY22. | The price has crossed above both the 20-day moving average and the 20-day exponential moving average. | ONGC: The company reported consolidated net profit of Rs 11665.24 crore in Q3 FY23 as compared to net profit of Rs 11636.67 crore in Q3 FY22. Total income increased to Rs 171041.32 crore from Rs 147854.38 crore. | Stocks to watch before going into trade today.",positive,0.63737327,"[[('sensex', 'stock_market', 'positive', 0.9118512868881226), ('points', 'stock_market', 'positive', 0.9366264343261719)], [], [('net profit', 'economic_indicators', 'negative', 0.9741007685661316)], [], [('net profit', 'economic_indicators', 'neutral', 0.9162135124206543)], [('stocks', 'stock_market', 'neutral', 0.9358496069908142), ('Apollo Hospitals', 'companies', 'neutral', 0.9476375579833984)], [('dividend', 'financial_performance', 'neutral', 0.8513426780700684), ('Apollo Hospitals', 'companies', 'neutral', 0.8197042346000671)], [('dividend', 'financial_performance', 'neutral', 0.7784333825111389), ('Apollo Hospitals', 'companies', 'neutral', 0.9349256157875061)], [('stocks', 'stock_market', 'neutral', 0.9387964606285095)], [], []]"
2023-02-16,"Apollo Hospitals is trying to moderate the overall spending: CFO Krishnan Akhileswaran | BSE Sensex gained 44.42 points or 0.07 per cent to close at 61319.51, while Nifty was up by 20 points or 0.11 per cent to settle at 18,035.80.",positive,0.9478287,"[[('sensex', 'stock_market', 'positive', 0.9229758381843567), ('points', 'stock_market', 'positive', 0.9057065844535828), ('nifty', 'stock_market', 'positive', 0.9184404611587524)], [('Apollo Hospitals', 'companies', 'positive', 0.9393740892410278)]]"
2023-02-17,"Ben Driggs of Honeywell, Bob Moritz of PwC, Hans-Paul Bürkner of BCG, Jean-Pascal Tricoire of Schneider Electric, Jonathan Yap of CapitaLand Investment and Suneeta Reddy of Apollo Hospitals Group in conversation with Ajit Ranade discuss inflation, China +1 strategy, globalisation, Artificial Intelli… | Tata Motors, Bajaj Auto and Apollo Hospitals were among Nifty stocks that jumped post Q3 results. In case of Adani Ports, its Q3 results came on February 7. The scrip rose 8.3 per cent on February 8. The stock is still up 4.3 per cent.",positive,0.88438886,"[[('stocks', 'stock_market', 'positive', 0.5536779761314392), ('nifty', 'stock_market', 'positive', 0.7749252319335938), ('Apollo Hospitals', 'companies', 'positive', 0.6508134007453918), ('Tata', 'companies', 'neutral', 0.9418951869010925)], [('Apollo Hospitals', 'companies', 'neutral', 0.9293631911277771)]]"
2023-02-18,"Apollo Hospitals AI clinical intelligence ChatGPT like tool doctors; AI in healthcare: India largest hospital chain ChatGPT like tool doctors; Clinical Intelligence Engine, expert knowledge system reasoning power highly specialised deep domain knowledge clinical area, available physicians in India f…",neutral,0.74604946,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9129413366317749)]]"
2023-02-21,"CLOSING BELL: Adani Enterprises, Apollo Hospitals, Coal India, Bajaj Auto, UPL, Sun Pharma, Tata Motors, HDFC Life, Ultratech Cement, TCS, and Wipro were the top laggards",neutral,0.72001797,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9236977100372314), ('Tata', 'companies', 'neutral', 0.9391310811042786)]]"
2023-02-23,"Apollo Hospitals is looking at adding 500 beds each in Chennai, Bengaluru, Gurgaon and Mumbai",positive,0.50877434,"[[('Apollo Hospitals', 'companies', 'neutral', 0.7198202610015869)]]"
2023-02-24,NMDC shares would turn ex-dividend today. NMDC had announced an interim dividend of Rs 3.75 per share. Today is also the record date for the same. The dividend will be paid on March 16.,neutral,0.9390503,"[[('shares', 'stock_market', 'neutral', 0.6481210589408875), ('dividend', 'financial_performance', 'neutral', 0.6481210589408875), ('dividend', 'financial_performance', 'neutral', 0.9175612926483154), ('dividend', 'financial_performance', 'neutral', 0.9544600248336792)]]"
2023-03-06,"Apollo Hospitals collaborated with LifeSigns to donate 1,000 remote patient monitoring patches to support victims after last month’s earthquake in southeast Turkiye and northern Syria, it said in a statement on Monday. | Tech Mahindra, Apollo Hospitals, Eicher Motors, Reliance Industries and Adani Enterprises were among the biggest gainers on the Nifty, while losers included HUL, Sun Pharma, ITC, L&T and ONGC",positive,0.6966515,"[[('nifty', 'stock_market', 'neutral', 0.7293742299079895), ('Apollo Hospitals', 'companies', 'neutral', 0.945906400680542), ('Reliance', 'companies', 'neutral', 0.9427713751792908)], [('Apollo Hospitals', 'companies', 'positive', 0.7166885733604431)]]"
2023-03-15,"According to a statement from the Apollo Hospitals, the group has expanded and introduced robotic-assisted procedures to 20-plus specialities, offering patients one of the widest and deepest tech-enabled surgical solutions in India. Hospitals under the group have conducted more than 10,000 robotic-a… | Apollo Hospitals has performed 10,000 robotics-assisted surgeries till date",positive,0.713301,"[[('Apollo Hospitals', 'companies', 'neutral', 0.7671267986297607)], [('Apollo Hospitals', 'companies', 'positive', 0.7827141880989075)]]"
2023-03-17,"Adani Enterprises, M&M, SBI Life Insurance, Reliance Industries and Adani Ports were among the biggest losers on the Nifty, while gainers included Tata Steel, Larsen and Toubro, Bharti Airtel, Apollo Hospitals and Axis Bank | IndusInd Bank, Adani Ports, Adani Enterprises, Bajaj Auto and M&M were among the biggest gainers on the Nifty, while losers were Bajaj Finance, Hindalco Industries, Tech Mahindra, Apollo Hospitals and Infosys",negative,0.8234659,"[[('nifty', 'stock_market', 'negative', 0.849798321723938), ('Apollo Hospitals', 'companies', 'neutral', 0.9435138702392578), ('Reliance', 'companies', 'neutral', 0.9275954961776733), ('Tata', 'companies', 'neutral', 0.49766072630882263)], [('nifty', 'stock_market', 'neutral', 0.7868117094039917), ('Apollo Hospitals', 'companies', 'neutral', 0.9474414587020874)]]"
2023-03-19,"In a Q&A, Prathap Chandra Reddy talks about the need to focus on medical tourism and medical education to meet the demand of 18 million professionals in the sector by 2030",positive,0.6821233,[[]]
